0,21.463,0
28.05308097,33.32621199,0
35.28954225,36.31837001,0
39.54982037,38.02034255,0
43.26386777,39.46974498,0
46.7007193,40.7793818,0
49.98419855,42.00057797,0
53.18276236,43.1611444,0
56.33898402,44.27785004,0
59.48167659,45.36155393,0
62.63165941,46.41964691,0
65.80479925,47.45733874,0
69.01374345,48.47839054,0
72.26896949,49.48555701,0
75.5794527,50.48086637,0
78.95310884,51.46580435,0
82.39709786,52.44143899,0
85.91803898,53.40850738,0
89.52216709,54.36747726,0
93.21544947,55.31859131,0
97.00367493,56.26189948,0
100.8925235,57.19728263,0
104.8876219,58.12446985,0
108.9945891,59.04305107,0
113.2190741,59.95248603,0
117.5667878,60.85211046,0
122.0435314,61.74114,0
126.655221,62.61867238,0
131.4079101,63.48368801,0
136.3078103,64.33504935,0
141.3613106,65.17149922,0
146.5749962,65.9916581,0
151.9556662,66.79402052,0
157.5103512,67.57695072,0
163.2463306,68.33867749,0
169.1711504,69.07728828,0
175.2926403,69.79072262,0
181.6189318,70.47676476,0
188.1584768,71.13303568,0
194.9200658,71.75698428,0
201.9128477,72.34587789,0
209.1463499,72.89679195,0
216.6304992,73.40659892,0
224.3756436,73.87195628,0
232.3925749,74.28929375,0
240.6925527,74.65479944,0
249.2873296,74.96440509,0
258.189177,75.21377025,0
267.4109128,75.39826526,0
276.9659304,75.51295317,0
286.8682295,75.55257024,0
